A_Index;Aussenqualitaet;Aussenzustand;Baujahr;Besonderheiten;Garagen;Garagenbaujahr;Grundstueck_qm;Heizungszustand;Kamine;Kaminqualitaet;Keller;Kuechenzustand;Lage;Qualitaet;Renovierungsjahr;Steuerzuordnung;Verkaufsjahr;Wohnflaeche_qm;Zustand;Zz_Verkaufspreis
1548;Durchschnitt;Durchschnitt;2007.0;;2.0;2007.0;742;Sehr gut;0;;Rohbau;Durchschnitt;Upper East Side;6;2008.0;1;2016;1837;5;210349
266;Gut;Durchschnitt;1996.0;;1.0;1996.0;373;Durchschnitt;0;;Guter Wohnraum;Gut;Lower East Side;5;0.0;2;2021;1049;5;190915
284;Durchschnitt;Schlecht;1938.0;;2.0;1976.0;978;Schlecht;0;;Rohbau;Durchschnitt;Queensland Doors;3;1959.0;3;2015;715;3;73548
2199;Schlecht;Durchschnitt;1953.0;;0.0;;481;Gut;0;;Rohbau;Gut;Lower East Side;2;1963.0;5;2022;599;5;67180
2419;Durchschnitt;Durchschnitt;2006.0;;2.0;2006.0;964;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;6;0.0;1;2023;2495;5;360439
2293;Durchschnitt;Durchschnitt;2019.0;;2.0;2020.0;879;Gut;0;;Rohbau;Durchschnitt;Upper East Side;5;2020.0;1;2023;1444;5;257562
1564;Durchschnitt;Durchschnitt;1978.0;;2.0;1978.0;861;Durchschnitt;0;;Rohbau;Durchschnitt;Upper East Side;7;0.0;3;2015;1164;5;151424
189;Durchschnitt;Durchschnitt;1974.0;;2.0;2000.0;1058;Durchschnitt;0;;Mittlerer Wohnraum;Gut;Lower East Side;5;2008.0;3;2023;1155;7;219076
1445;Gut;Durchschnitt;2013.0;;3.0;2013.0;1187;Sehr gut;2;Gut;Guter Wohnraum;Gut;Upper East Side;8;0.0;3;2019;1689;5;342901
1545;Durchschnitt;Gut;1963.0;;2.0;1963.0;1886;Durchschnitt;2;Gut;Mittlerer Wohnraum;Gut;Upper East Side;6;0.0;2;2017;2259;5;253859
1067;Durchschnitt;Durchschnitt;1937.0;;1.0;1992.0;432;Schlecht;1;Gut;Freizeitraum;Schlecht;Upper East Side;5;2012.0;2;2023;1296;6;153945
1605;Gut;Durchschnitt;2009.0;;2.0;2009.0;829;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;7;0.0;2;2016;1749;5;220473
885;Gut;Durchschnitt;2015.0;;2.0;2015.0;387;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper East Side;8;0.0;1;2018;1378;5;260363
2335;Durchschnitt;Durchschnitt;1965.0;;2.0;1986.0;536;Durchschnitt;0;;Guter Wohnraum;Durchschnitt;Lower East Side;5;0.0;3;2016;960;7;152419
274;Durchschnitt;Durchschnitt;1982.0;;1.0;1983.0;163;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;6;0.0;3;2016;1030;7;130484
2494;Durchschnitt;Durchschnitt;1967.0;;3.0;1967.0;1052;Schlecht;1;Durchschnitt;Freizeitraum;Durchschnitt;Queensland Doors;5;0.0;2;2016;1797;5;190102
1674;Durchschnitt;Durchschnitt;1954.0;;1.0;1964.0;730;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Lower East Side;2;1963.0;5;2023;540;5;121380
2314;Durchschnitt;Durchschnitt;1987.0;;2.0;1987.0;930;Durchschnitt;1;Gut;Rohbau;Durchschnitt;Upper East Side;6;0.0;3;2019;1444;5;202324
1317;Gut;Durchschnitt;2016.0;;2.0;2016.0;729;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;7;0.0;3;2022;1653;5;237977
2353;Durchschnitt;Durchschnitt;1991.0;;2.0;1991.0;642;Durchschnitt;0;;Guter Wohnraum;Durchschnitt;Lower East Side;5;0.0;4;2018;936;5;170331
513;Gut;Durchschnitt;2011.0;;2.0;2011.0;187;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;6;0.0;3;2018;1525;5;215347
450;Gut;Durchschnitt;2017.0;;2.0;2017.0;480;Sehr gut;1;Gut;Mittlerer Wohnraum;Gut;Heroes Park;6;0.0;3;2021;1306;5;268239
990;Sehr gut;Durchschnitt;1972.0;;2.0;1972.0;1089;Gut;0;;Mittlerer Wohnraum;Sehr gut;Queensland Doors;7;2018.0;5;2019;999;9;225732
405;Gut;Durchschnitt;1992.0;;2.0;1995.0;1163;Durchschnitt;1;Durchschnitt;Guter Wohnraum;Sehr gut;Upper East Side;7;0.0;4;2021;2353;7;355827
608;Durchschnitt;Durchschnitt;1911.0;;1.0;1941.0;532;Gut;0;;Niedrige Qualität;Durchschnitt;Lower East Side;4;1961.0;2;2018;1141;6;103415
1743;Gut;Durchschnitt;2017.0;;2.0;2017.0;1069;Sehr gut;1;Gut;Rohbau;Gut;Upper East Side;6;0.0;1;2021;1560;5;238131
275;Sehr gut;Durchschnitt;2021.0;;3.0;2022.0;1181;Sehr gut;1;Gut;Rohbau;Sehr gut;Upper East Side;9;2022.0;4;2023;2018;5;560272
63;Durchschnitt;Gut;1983.0;;2.0;1983.0;964;Durchschnitt;1;Gut;Niedrige Qualität;Durchschnitt;Lower East Side;5;0.0;5;2019;1641;4;177144
1482;Durchschnitt;Durchschnitt;1982.0;;1.0;1992.0;876;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Queensland Doors;5;0.0;2;2018;950;5;145390
709;Gut;Durchschnitt;1976.0;;1.0;1976.0;886;Gut;0;;Kein Wohnraum;Durchschnitt;Lower East Side;5;0.0;3;2019;1256;6;186634
532;Gut;Durchschnitt;2011.0;;3.0;2011.0;1564;Sehr gut;1;Durchschnitt;Rohbau;Gut;Upper West Side;8;0.0;1;2023;2475;5;525486
132;Durchschnitt;Durchschnitt;1980.0;;2.0;1980.0;859;Durchschnitt;0;;Rohbau;Durchschnitt;Queensland Doors;5;0.0;5;2022;1568;5;162826
28;Durchschnitt;Durchschnitt;1986.0;;2.0;1986.0;1493;Durchschnitt;2;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Lower East Side;5;1992.0;5;2018;1701;5;208047
363;Durchschnitt;Gut;1936.0;;1.0;1943.0;666;Durchschnitt;0;;Rohbau;Durchschnitt;Lower East Side;5;1961.0;3;2019;1159;8;144246
1951;Durchschnitt;Durchschnitt;1969.0;;1.0;1969.0;710;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;5;0.0;5;2016;1150;6;158605
2516;Durchschnitt;Durchschnitt;1972.0;;1.0;1972.0;858;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;5;0.0;5;2022;1041;6;141761
68;Gut;Durchschnitt;2010.0;;2.0;2010.0;810;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;7;0.0;4;2016;1525;5;264343
1839;Durchschnitt;Durchschnitt;1981.0;;1.0;1981.0;1117;Gut;0;;Mittlerer Wohnraum;Gut;Upper East Side;5;0.0;2;2022;1008;7;158840
2323;Durchschnitt;Durchschnitt;1979.0;;2.0;1979.0;859;Durchschnitt;0;;Freizeitraum;Durchschnitt;Queensland Doors;5;0.0;4;2023;1232;5;210564
2277;Gut;Gut;1977.0;;2.0;1977.0;1316;Sehr gut;1;Gut;Kein Wohnraum;Gut;Queensland Doors;6;2010.0;1;2019;1988;7;287227
2415;Durchschnitt;Durchschnitt;1974.0;;1.0;1974.0;834;Durchschnitt;0;;Freizeitraum;Durchschnitt;Lower East Side;5;0.0;2;2015;984;5;136281
2507;Durchschnitt;Durchschnitt;1962.0;;1.0;1962.0;576;Schlecht;0;;Niedrige Qualität;Durchschnitt;Lower East Side;5;0.0;1;2016;1148;7;138920
2217;Gut;Durchschnitt;2014.0;;2.0;2014.0;1012;Sehr gut;0;;Rohbau;Gut;Upper West Side;7;0.0;5;2018;1668;5;218997
251;Gut;Durchschnitt;2014.0;;2.0;2014.0;725;Sehr gut;1;Durchschnitt;Rohbau;Gut;Upper East Side;6;0.0;3;2021;2267;5;273713
1968;Durchschnitt;Durchschnitt;1986.0;;2.0;1986.0;1162;Sehr gut;1;Durchschnitt;Mittlerer Wohnraum;Gut;Upper East Side;5;0.0;2;2015;1647;6;235248
203;Schlecht;Schlecht;1927.0;;0.0;;427;Schlecht;0;;Rohbau;Schlecht;Lower East Side;3;1959.0;2;2015;1020;3;69763
1818;Gut;Durchschnitt;1986.0;;2.0;1986.0;1010;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Heroes Park;6;0.0;2;2015;1208;6;178464
1817;Gut;Durchschnitt;2003.0;;3.0;2003.0;906;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;8;0.0;5;2015;2526;5;313664
2108;Durchschnitt;Durchschnitt;1965.0;;2.0;1965.0;3110;Durchschnitt;0;;Freizeitraum;Durchschnitt;Upper East Side;5;0.0;2;2016;1056;5;163105
728;Durchschnitt;Schlecht;1923.0;;0.0;;503;Sehr gut;0;;Freizeitraum;Schlecht;Upper East Side;5;2011.0;4;2019;1716;6;171956
816;Gut;Durchschnitt;2010.0;;2.0;2010.0;360;Sehr gut;0;;Guter Wohnraum;Gut;Queensland Doors;6;2011.0;5;2020;1337;5;238183
601;Durchschnitt;Durchschnitt;1984.0;;2.0;1992.0;1142;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Queensland Doors;4;0.0;5;2020;864;5;146397
2151;Durchschnitt;Durchschnitt;1925.0;;0.0;;757;Schlecht;0;;Rohbau;Durchschnitt;Lower East Side;3;1959.0;2;2015;936;5;84364
2336;Gut;Durchschnitt;2014.0;;2.0;2014.0;695;Sehr gut;0;;Rohbau;Gut;Upper East Side;7;0.0;5;2018;1320;5;197097
1957;Durchschnitt;Durchschnitt;1990.0;;1.0;1990.0;874;Sehr gut;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;3;2022;926;6;178141
688;Gut;Durchschnitt;2021.0;;2.0;2021.0;802;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;8;0.0;1;2023;1566;5;388564
1766;Durchschnitt;Durchschnitt;1972.0;;2.0;1972.0;948;Gut;1;Gut;Freizeitraum;Gut;Queensland Doors;5;0.0;4;2023;1700;5;244980
875;Gut;Durchschnitt;2012.0;;2.0;2012.0;518;Sehr gut;1;Schlecht;Guter Wohnraum;Gut;Queensland Doors;7;0.0;4;2023;1337;5;272364
518;Gut;Durchschnitt;2005.0;;3.0;2005.0;892;Sehr gut;1;Gut;Kein Wohnraum;Gut;Upper West Side;7;2006.0;3;2020;2197;5;378330
784;Durchschnitt;Gut;1960.0;;1.0;1960.0;1397;Gut;3;Gut;Guter Wohnraum;Durchschnitt;Upper East Side;5;1973.0;5;2016;2315;7;289090
567;Durchschnitt;Gut;2005.0;;2.0;2005.0;716;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;2020.0;2;2023;1187;7;273845
1965;Durchschnitt;Durchschnitt;1922.0;;0.0;;903;Gut;0;;Rohbau;Durchschnitt;Lower East Side;5;1962.0;5;2021;1447;5;140962
1322;Durchschnitt;Durchschnitt;2003.0;;2.0;2003.0;909;Gut;1;Sehr schlecht;Guter Wohnraum;Gut;Upper East Side;7;0.0;5;2023;1341;5;253861
2001;Gut;Durchschnitt;2011.0;;3.0;2011.0;1322;Sehr gut;1;Durchschnitt;Rohbau;Gut;Upper West Side;8;2012.0;2;2016;1787;5;309337
1532;Gut;Durchschnitt;2015.0;;2.0;2015.0;836;Sehr gut;0;;Rohbau;Gut;Upper West Side;7;2016.0;2;2017;1795;5;223442
1234;Durchschnitt;Durchschnitt;1993.0;;1.0;1993.0;712;Durchschnitt;1;Durchschnitt;Kein Wohnraum;Durchschnitt;Upper East Side;6;0.0;1;2023;923;5;211674
29;Durchschnitt;Gut;1973.0;;1.0;1974.0;695;Gut;0;;Mittlerer Wohnraum;Gut;Lower East Side;5;2012.0;5;2018;999;7;161206
521;Durchschnitt;Gut;1985.0;;1.0;1987.0;646;Gut;0;;Guter Wohnraum;Durchschnitt;Upper West Side;5;2016.0;5;2022;768;8;152464
87;Durchschnitt;Durchschnitt;1995.0;;2.0;1995.0;996;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Heroes Park;6;0.0;5;2019;1232;6;205614
730;Durchschnitt;Durchschnitt;1987.0;;2.0;1987.0;374;Gut;0;;Guter Wohnraum;Durchschnitt;Lower East Side;5;0.0;3;2020;1040;6;163175
1987;Durchschnitt;Gut;1912.0;;1.0;1938.0;527;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;6;2012.0;3;2020;1290;9;140673
692;Durchschnitt;Durchschnitt;1955.0;;1.0;1955.0;568;Durchschnitt;2;Schlecht;Freizeitraum;Gut;Lower East Side;5;1963.0;2;2023;1453;6;195392
846;Gut;Durchschnitt;1999.0;;2.0;1999.0;413;Gut;1;Gut;Guter Wohnraum;Gut;Upper West Side;8;2000.0;1;2019;1228;5;239145
1585;Durchschnitt;Durchschnitt;1973.0;;2.0;2004.0;740;Gut;0;;Mittlerer Wohnraum;Gut;Queensland Doors;5;0.0;3;2017;1053;7;166236
1530;Gut;Durchschnitt;1994.0;;2.0;1994.0;1268;Sehr gut;0;;Mittlerer Wohnraum;Gut;Upper East Side;7;2008.0;5;2016;1621;7;227784
1981;Durchschnitt;Durchschnitt;1942.0;;3.0;1973.0;1101;Sehr gut;2;Gut;Rohbau;Gut;Upper East Side;7;2000.0;1;2016;1609;7;224410
757;Durchschnitt;Durchschnitt;1911.0;;1.0;1972.0;813;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;5;2014.0;2;2019;1017;7;144246
2563;Gut;Durchschnitt;1990.0;;2.0;1990.0;206;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;5;2021;1456;5;188862
257;Durchschnitt;Durchschnitt;1960.0;;2.0;2006.0;719;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;6;1962.0;1;2020;1320;6;181598
2487;Durchschnitt;Durchschnitt;1994.0;;1.0;1994.0;592;Gut;0;;Guter Wohnraum;Gut;Upper East Side;5;2017.0;2;2020;845;6;176992
1285;Durchschnitt;Durchschnitt;1984.0;;2.0;2000.0;751;Durchschnitt;0;;Guter Wohnraum;Durchschnitt;Upper West Side;5;2019.0;5;2021;768;7;182019
2236;Durchschnitt;Durchschnitt;1981.0;;1.0;1981.0;142;Gut;0;;Kein Wohnraum;Durchschnitt;Lower East Side;6;0.0;1;2015;1092;5;116812
1519;Durchschnitt;Gut;1971.0;;2.0;1995.0;738;Sehr gut;1;Schlecht;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;5;0.0;4;2017;964;7;160855
1915;Durchschnitt;Durchschnitt;1934.0;;0.0;;322;Schlecht;0;;Rohbau;Durchschnitt;Lower East Side;4;1962.0;4;2020;796;4;72376
1569;Gut;Durchschnitt;2010.0;;3.0;2010.0;822;Gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper West Side;8;0.0;2;2020;2630;5;414518
2087;Durchschnitt;Durchschnitt;1981.0;;2.0;1981.0;929;Gut;1;Durchschnitt;Freizeitraum;Durchschnitt;Upper East Side;6;0.0;4;2015;1790;5;178626
577;Gut;Durchschnitt;1997.0;;2.0;1997.0;519;Gut;1;Sehr gut;Guter Wohnraum;Gut;Upper West Side;8;0.0;1;2022;1360;5;213496
2500;Gut;Durchschnitt;2012.0;;2.0;2012.0;808;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;7;0.0;4;2022;1431;5;218620
1830;Durchschnitt;Durchschnitt;1932.0;;1.0;2003.0;601;Durchschnitt;1;Gut;Rohbau;Durchschnitt;Upper East Side;6;1961.0;2;2018;1436;7;172156
979;Gut;Durchschnitt;2018.0;;3.0;2018.0;1225;Sehr gut;1;Sehr gut;Guter Wohnraum;Sehr gut;Heroes Park;8;0.0;4;2019;2464;5;528270
201;Gut;Durchschnitt;2006.0;;2.0;2006.0;690;Sehr gut;1;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;6;0.0;5;2017;1491;5;208234
219;Durchschnitt;Durchschnitt;1971.0;;2.0;1971.0;1640;Durchschnitt;2;Gut;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;7;2007.0;4;2015;2448;8;300144
1091;Durchschnitt;Durchschnitt;1975.0;;1.0;1975.0;2346;Durchschnitt;0;;Freizeitraum;Durchschnitt;Upper East Side;5;0.0;2;2023;1188;7;233730
575;Durchschnitt;Durchschnitt;1940.0;;1.0;1967.0;845;Gut;0;;Niedrige Qualität;Durchschnitt;Lower East Side;5;1960.0;1;2017;1248;5;101777
1006;Durchschnitt;Durchschnitt;1923.0;;0.0;;784;Gut;0;;Rohbau;Durchschnitt;Lower East Side;4;2017.0;5;2023;1140;7;142843
2606;Durchschnitt;Durchschnitt;1953.0;;1.0;1953.0;816;Durchschnitt;1;Gut;Rohbau;Durchschnitt;Lower East Side;4;1963.0;5;2022;1510;5;122973
467;Sehr gut;Durchschnitt;2019.0;;3.0;2019.0;794;Sehr gut;1;Gut;Guter Wohnraum;Gut;Heroes Park;8;0.0;2;2020;2088;5;328982
1680;Durchschnitt;Durchschnitt;1923.0;;0.0;;528;Schlecht;0;;Rohbau;Durchschnitt;Lower East Side;3;1963.0;2;2022;968;6;43154
2517;Durchschnitt;Durchschnitt;2005.0;;2.0;2005.0;871;Gut;1;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;6;0.0;1;2015;1776;5;218483
229;Gut;Durchschnitt;2013.0;;2.0;2013.0;223;Sehr gut;0;;Rohbau;Gut;Lower East Side;7;0.0;5;2015;1709;5;140608
592;Durchschnitt;Durchschnitt;1962.0;;2.0;1999.0;762;Schlecht;0;;;Durchschnitt;Queensland Doors;3;0.0;5;2021;1040;4;127140
1014;Durchschnitt;Durchschnitt;1995.0;;2.0;2009.0;784;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;5;0.0;5;2022;860;6;155994
2359;Durchschnitt;Durchschnitt;1970.0;;1.0;1970.0;878;Durchschnitt;0;;Mittlerer Wohnraum;Gut;Queensland Doors;5;2009.0;5;2019;1440;7;234084
2467;Gut;Durchschnitt;2006.0;;2.0;2008.0;788;Sehr gut;0;;Guter Wohnraum;Durchschnitt;Upper West Side;5;0.0;2;2016;914;5;166479
1161;Durchschnitt;Durchschnitt;1973.0;;2.0;1973.0;680;Sehr gut;0;;Freizeitraum;Durchschnitt;Queensland Doors;5;0.0;5;2023;1175;6;219076
648;Gut;Durchschnitt;1921.0;;1.0;1921.0;382;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;6;1961.0;3;2019;1609;8;161328
204;Gut;Durchschnitt;2012.0;;2.0;2012.0;787;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;7;0.0;3;2015;1390;5;223891
90;Durchschnitt;Gut;1933.0;;2.0;1985.0;538;Sehr gut;0;;Rohbau;Gut;Lower East Side;5;1959.0;4;2015;1566;7;150342
290;Durchschnitt;Durchschnitt;1979.0;;2.0;1979.0;1383;Sehr gut;1;Gut;Mittlerer Wohnraum;Gut;Upper East Side;7;0.0;5;2020;1620;7;282925
1721;Durchschnitt;Durchschnitt;2014.0;;0.0;;692;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;6;0.0;3;2015;1142;5;150883
1932;Durchschnitt;Durchschnitt;1931.0;;1.0;1944.0;549;Sehr gut;0;;Rohbau;Durchschnitt;Lower East Side;5;2015.0;3;2018;1513;8;167289
2384;Durchschnitt;Durchschnitt;1983.0;;1.0;1983.0;763;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;5;0.0;3;2021;1050;7;195705
1247;Durchschnitt;Schlecht;1960.0;;1.0;1960.0;2811;Durchschnitt;0;;;Durchschnitt;Upper East Side;1;0.0;3;2015;1600;3;88150
1974;Durchschnitt;Durchschnitt;1976.0;;2.0;1976.0;910;Gut;0;;Kein Wohnraum;Durchschnitt;Upper East Side;7;0.0;4;2015;1334;6;177923
997;Gut;Gut;1997.0;;3.0;1997.0;1238;Gut;0;;Guter Wohnraum;Gut;Upper East Side;7;0.0;2;2015;2183;5;247686
1152;Durchschnitt;Durchschnitt;1929.0;;1.0;1929.0;839;Durchschnitt;1;Gut;Rohbau;Gut;Upper East Side;7;1960.0;2;2016;1636;8;187852
1139;Durchschnitt;Durchschnitt;1890.0;;1.0;1947.0;807;Durchschnitt;0;;Rohbau;Sehr gut;Lower East Side;5;2001.0;5;2016;1750;6;139483
1861;Durchschnitt;Gut;1981.0;;2.0;1981.0;1006;Sehr gut;2;Durchschnitt;Freizeitraum;Durchschnitt;Lower East Side;5;0.0;3;2023;1440;5;241279
1005;Durchschnitt;Durchschnitt;1980.0;;1.0;1980.0;167;Durchschnitt;0;;Freizeitraum;Durchschnitt;Lower East Side;4;0.0;4;2016;1092;5;79865
520;Durchschnitt;Durchschnitt;1972.0;;2.0;1972.0;1403;Durchschnitt;2;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;7;2010.0;5;2023;1801;8;427790
1923;Durchschnitt;Durchschnitt;1980.0;;2.0;1980.0;876;Gut;0;;Mittlerer Wohnraum;Durchschnitt;Queensland Doors;6;0.0;4;2019;1054;8;191063
1366;Durchschnitt;Durchschnitt;1958.0;;1.0;1958.0;848;Gut;1;Gut;Rohbau;Durchschnitt;Queensland Doors;5;1982.0;4;2015;1728;6;148179
82;Durchschnitt;Durchschnitt;2007.0;;2.0;2007.0;782;Gut;1;Durchschnitt;Rohbau;Durchschnitt;Upper East Side;6;0.0;2;2017;1600;5;197706
1430;Durchschnitt;Durchschnitt;1983.0;Pool;2.0;1983.0;905;Schlecht;1;Schlecht;Mittlerer Wohnraum;Gut;Upper East Side;6;2008.0;5;2015;1309;6;195769
780;Durchschnitt;Durchschnitt;2006.0;;2.0;2006.0;1162;Gut;1;Durchschnitt;Rohbau;Gut;Upper East Side;7;0.0;1;2015;2236;5;240115
1276;Durchschnitt;Gut;1928.0;;1.0;1928.0;891;Schlecht;0;;Rohbau;Durchschnitt;Lower East Side;7;2007.0;5;2022;1944;8;204842
1143;Durchschnitt;Durchschnitt;1952.0;;1.0;1952.0;536;Durchschnitt;0;;Kein Wohnraum;Durchschnitt;Lower East Side;6;1963.0;5;2023;1132;7;198352
614;Durchschnitt;Durchschnitt;1980.0;;2.0;1980.0;175;Durchschnitt;0;;Rohbau;Durchschnitt;Lower East Side;5;0.0;2;2017;1302;5;124005
2046;Gut;Gut;1913.0;;1.0;1943.0;863;Durchschnitt;0;;Rohbau;Gut;Lower East Side;8;2016.0;5;2023;1566;9;222036
2472;Durchschnitt;Gut;1975.0;;1.0;1975.0;611;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;5;2023.0;1;2023;1040;8;187991
2400;Gut;Durchschnitt;2013.0;;2.0;2013.0;218;Sehr gut;0;;Rohbau;Gut;Lower East Side;7;0.0;1;2015;1709;5;148720
1620;Durchschnitt;Durchschnitt;1951.0;;1.0;1951.0;535;Sehr gut;1;Gut;Niedrige Qualität;Durchschnitt;Lower East Side;6;1962.0;2;2020;1342;5;138172
804;Durchschnitt;Durchschnitt;1962.0;;1.0;1962.0;830;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;5;0.0;4;2018;1342;6;152081
598;Durchschnitt;Durchschnitt;1951.0;;1.0;1951.0;1173;Durchschnitt;2;Gut;Kein Wohnraum;Durchschnitt;Upper East Side;7;1995.0;5;2018;1740;6;267055
128;Durchschnitt;Gut;1977.0;;2.0;1977.0;839;Gut;1;Gut;Mittlerer Wohnraum;Gut;Queensland Doors;5;2011.0;3;2020;1265;8;236736
332;Durchschnitt;Gut;1974.0;;2.0;1992.0;691;Durchschnitt;0;;Freizeitraum;Durchschnitt;Queensland Doors;5;1992.0;1;2020;1283;7;184230
2127;Durchschnitt;Durchschnitt;1988.0;;1.0;1988.0;203;Sehr gut;0;;Rohbau;Durchschnitt;Upper East Side;7;0.0;1;2023;836;6;177629
2551;Durchschnitt;Durchschnitt;1937.0;;1.0;1937.0;551;Durchschnitt;1;Gut;Rohbau;Durchschnitt;Lower East Side;6;1961.0;4;2018;986;5;124098
2097;Durchschnitt;Gut;1964.0;;1.0;1964.0;517;Sehr gut;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;3;2014.0;3;2015;1163;8;136470
341;Durchschnitt;Durchschnitt;1970.0;;2.0;1970.0;968;Durchschnitt;2;Durchschnitt;Freizeitraum;Durchschnitt;Queensland Doors;6;2001.0;1;2015;1773;6;197932
1692;Durchschnitt;Durchschnitt;1985.0;;2.0;1985.0;711;Durchschnitt;1;Durchschnitt;Mittlerer Wohnraum;Durchschnitt;Upper East Side;6;0.0;1;2018;1877;6;217659
1979;Gut;Durchschnitt;2013.0;;2.0;2013.0;766;Sehr gut;1;Durchschnitt;Guter Wohnraum;Gut;Upper East Side;7;0.0;3;2021;1434;5;258659
272;Gut;Durchschnitt;2020.0;;2.0;2021.0;441;Sehr gut;1;Gut;Guter Wohnraum;Gut;Heroes Park;7;2021.0;2;2022;1314;5;261888
1841;Durchschnitt;Durchschnitt;1948.0;;1.0;1950.0;646;Sehr gut;2;Durchschnitt;Mittlerer Wohnraum;Gut;Upper East Side;5;1961.0;2;2018;1768;7;212914
710;Durchschnitt;Durchschnitt;1966.0;;1.0;1966.0;752;Gut;1;Gut;Kein Wohnraum;Durchschnitt;Queensland Doors;5;0.0;2;2015;1364;5;142771
1846;Gut;Durchschnitt;2016.0;Familienverkauf;2.0;2016.0;419;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper East Side;8;2017.0;2;2017;1625;5;274916
1380;Gut;Durchschnitt;2017.0;;2.0;2017.0;285;Sehr gut;1;Gut;Guter Wohnraum;Gut;Upper East Side;7;2018.0;4;2021;1504;5;247710
164;Durchschnitt;Durchschnitt;1955.0;;0.0;;1108;Durchschnitt;0;;;Durchschnitt;Lower East Side;3;1960.0;4;2016;729;5;58143
287;Gut;Durchschnitt;2014.0;;3.0;2014.0;1222;Sehr gut;2;Gut;Guter Wohnraum;Sehr gut;Heroes Park;9;2015.0;1;2019;2668;5;521944
248;Durchschnitt;Durchschnitt;1952.0;;2.0;1952.0;705;Durchschnitt;1;Gut;Freizeitraum;Durchschnitt;Upper East Side;6;1963.0;5;2023;856;6;186510
2086;Durchschnitt;Gut;2008.0;;2.0;2008.0;898;Sehr gut;0;;Guter Wohnraum;Gut;Upper West Side;6;2017.0;2;2018;1308;6;212914
2205;Durchschnitt;Durchschnitt;1968.0;;1.0;1968.0;789;Gut;1;Durchschnitt;;Durchschnitt;Queensland Doors;5;1993.0;3;2019;1764;3;126531
2124;Durchschnitt;Durchschnitt;1980.0;;1.0;1987.0;757;Durchschnitt;1;Schlecht;Mittlerer Wohnraum;Durchschnitt;Lower East Side;5;0.0;3;2023;912;5;185030
1305;Durchschnitt;Durchschnitt;1982.0;;1.0;1982.0;145;Durchschnitt;0;;Mittlerer Wohnraum;Durchschnitt;Lower East Side;6;0.0;3;2016;948;5;100112
1248;Durchschnitt;Durchschnitt;1986.0;;2.0;1986.0;1683;Durchschnitt;1;Durchschnitt;Guter Wohnraum;Durchschnitt;Upper East Side;6;0.0;3;2016;1574;5;213724
1576;Durchschnitt;Durchschnitt;2011.0;;2.0;2011.0;752;Gut;1;Gut;Rohbau;Durchschnitt;Upper East Side;6;0.0;3;2023;1465;5;267036
460;Gut;Durchschnitt;2015.0;;2.0;2015.0;379;Sehr gut;0;;Guter Wohnraum;Gut;Upper East Side;7;0.0;5;2019;1391;5;248002
